Type of Review,Name,Classification,Company,Distillery,Release Date,Proof,Age,Mashbill,Color,MSRP,Website,Nose,Palate,Finish,Overall,Overall Rating,Written By,Link
,Buffalo Trace Kosher Rye Recipe (2020 Release),Classification: Straight Bourbon,Company: Sazerac Company,Distillery: Buffalo Trace,Release Date: Annual Release,Proof: 94,Age: 7 Years,"Mashbill: Undisclosed Percentages of Corn, Rye, Malted Barley",Color: Chestnut,MSRP: $40 (2020),Official Website,Raspberry | Baking spice | Leather | Burnt caramel | Good intensity,Mixed berries | Oak | Light citrus,Rye spice | Strawberry cream | Seasoned oak | Slightly dry | Flourish of heat,"Buffalo Trace’s three Kosher Whiskeys are the first Kosher whiskeys from a major U.S. whiskey distillery. Likely a surprise to some, the Rye Recipe is in fact a bourbon, with “rye” referring to the whiskey’s secondary grain. At seven years old, there is ample oak and leather woven throughout. The whiskey's fruit notes are its highlight, bringing a nice balance to the oak and injecting much needed dimension. Despite being largely straightforward and even somewhat boring at times, the whiskey is a rather enjoyable sip when its fruit notes open up. The Rye Recipe would actually make a great everyday bourbon if you could in fact find it on any given day in a store. Unfortunately, that probably won’t be the case.",3,Eric,https://www.breakingbourbon.com/review/buffalo-trace-kosher-rye-recipe-2020-release
,Buffalo Trace Kosher Wheat Recipe (2020 Release),Classification: Straight Bourbon,Company: Sazerac Company,Distillery: Buffalo Trace,Release Date: Annual Release,Proof: 94,Age: 7 Years,"Mashbill: Undisclosed (Buffalo Trace “Wheated” Mashbill - Corn, Wheat, Malted Barley)",Color: Caramel,MSRP: $40 (2020),Official Website,Cinnamon | Soft vanilla | Floral | Summer fruits | Soft & pleasant,Mild cinnamon | Dark fruits | Slightly creamy | Sweet & straightforward,Leather | Dry oak | Slight bitterness | Short,"Buffalo Trace’s three Kosher Whiskeys are the first Kosher whiskeys from a major U.S. whiskey distillery. The Wheat Recipe will likely gather the most attention for its ties to the company’s uber-popular Weller brand. Those hoping it would be a new easy to find “Poor Man’s Pappy” will unfortunately be disappointed as its flavor profile shares little with the iconic brand. Instead, it has much more in common with the Weller brand as it's sweeter and lighter than Special Reserve, yet features a touch more cinnamon and oak like Antique 107 does. It would be wise to keep expectations in check, as the Wheat Recipe is an enjoyable sipper and nothing more.",3,Eric,https://www.breakingbourbon.com/review/buffalo-trace-kosher-wheat-recipe-2020-release
,Coppercraft Blend of Straight Bourbon Whiskies,Classification: Blend of Straight Bourbons,Company: Coppercraft Distillery,Distillery: Sourced (from undisclosed distillery[ies]),Release Date: Ongoing,Proof: 100,Age: NAS (Blend of 4+ and 11+ year old bourbons per company website),Mashbill: Undisclosed,Color: Warm Amber,MSRP: $45 (2020),Official Website,Leather | Oak | Raisin | Cigar box | Dry & mellow,Caramel | Seasoned oak | Black pepper | Tobacco | Full-flavored but light in its intensity.,Spicy pop | Brown sugar | Vanilla | Dry oak | Spice fades to sweeter notes,"Coppercraft’s Blend of Straight Bourbons delivers an approachable, full-flavored experience that the company says is ideal for cocktails. The spicy pop that leads the finish will certainly give cocktails structure, however given the price point this might be a harder sell, especially given the competition coming out of the bluegrass state. The bottle design will certainly grab your attention, but in the end I could see myself sipping this neat versus using it in cocktails.",3,Nick,https://www.breakingbourbon.com/review/coppercraft-blend-of-straight-bourbon-whiskies
,Coppersea Bonticou Crag Straight Rye Malt,Classification: Straight Malt,Company: Coppersea Distilling,Distillery: Coppersea Distilling,Release Date: Ongoing,Proof: 96 Proof,Age: 2 Years,Mashbill: 100% Malted Rye,Color: Medium Amber,MSRP: $75 (2020),Official Website,Heavy malt sweetness | Oatmeal | Milk chocolate | Green tea | Baking spice | Interesting & complex with rich delivery of scents,Brown sugar | Graham cracker | Marzipan | Oatmeal | Malty | Very sweet with an oatmeal undertone,Sweet caramel | Brown sugar | Burgeoning spice | Light green tea | Long & enjoyable,"At only 2 years old, this is a whiskey that screams “How did they do it?” While its youth is evident with a base of malty goodness, this presence is different from the presence of youth in a young bourbon as malt grains themselves can be enjoyable simply steeped as a tea. The whiskey leans heavily towards sweeter notes with a diverse array of flavors that really works. The nose weaves in an unusual green tea note that surprisingly works very well, and even returns shyly in the finish. While more years in the barrel may introduce some additional flavors, I find this unique and enjoyable just the way it is.

Bottle courtesy Seelbach’s.",3,Nick,https://www.breakingbourbon.com/review/coppersea-bonticou-crag-straight-rye-malt
,Corsair Dark Rye Batch 6,Classification: Rye,Company: Corsair Artisan Distillery,Distillery: Corsair Artisan Distillery,Release Date: Ongoing,Proof: 85,Age: 8 Months,"Mashbill: 61% Malted Rye, 4% Malted Chocolate Rye, 35% Malted Barley",Color: Dark Copper,MSRP: $45,Official Website,New charred oak | Wet grain | Barley | Fresh malt | Hint of chocolate | Light and intriguing,Rich baking chocolate | New oak | Light rye spice | Caramelized sugar | Baking spice | Dark rich sweet flavors,Sweet chocolate | Light oak | Rye grain | Hint of brown sugar | Nicely balanced,"Corsair Dark Rye is a malted rye that is made without the use of any corn and aged for only 8 months in 15 gallon barrels. This results in a sip that doesn’t taste like a typical rye, and while its nose is lighter, the rest of the sip presents a nice balance of dark, rich flavors. It delivers just the right combination of intrigue and drinkability. For traditional rye lovers looking to branch out in the world of rye, this is worth the journey. The bottle being reviewed is number 670/840.",3,Jordan,https://www.breakingbourbon.com/review/corsair-dark-rye-batch-6
,Courage & Conviction - Batch: Dr. George G. Moore,"Classification: American Single Malt Matured in Former Sherry, Cuvee, and Bourbon Casks",Company: Virginia Distillery Co.,Distillery: Virginia Distillery Co.,Release Date: April 2020 (Ongoing),Proof: 92,Age: 3 Years,Mashbill: 100% Malted Barley,Color: Hay,MSRP: $75 (2020),Official Website,Floral | Dried apricot | Caramel | Honey | Lemon,Light malt | Apricot | Summer fruit | Citrusy | Ginger | Light & sweet,Honey | Orange zest | Apricot | Spicy note develops | Long,"Virginia Distillery Co.’s website provides a wealth of information about this release and an example for every other distillery out there to strive for. As noted, a total of 37 used casks were used for this batch, which included 21 bourbon, 10 cuvée, and 6 sherry casks making for a total of 2,554 gallons of whiskey. This resulted in a final blend of approximately 50% ex-bourbon casks, 25% ex-cuvée casks, and 25% ex-sherry casks. Like the light color of this whiskey, the flavor profile is light and airy, which lends itself to sweeter and more floral and fruity notes. I enjoyed this whiskey and it stands out among most on my shelf, but I would love to taste it with more time in the barrel. Based on this release Virginia Distillery Co. is definitely on my radar as a distillery to watch.",3,Nick,https://www.breakingbourbon.com/review/courage-conviction-batch-dr-george-g-moore
,Elijah Craig Barrel Proof Batch A120,Classification: Straight Bourbon,Company: Heaven Hill,Distillery: Heaven Hill,Release Date: January 2020,Proof: 136.6,Age: 12 Years,"Mashbill: 78% Corn, 12% Malted Barley, and 10% Rye",Color: Mahogany,MSRP: $65 (2020),Official Website,Toasted oak | Dulce de leche | Vanilla | Ethanol,Brown sugar | Toasted marshmallow | Rye spice | Ethanol,Sweet vanilla | Oak | Long lingering heat,"The first 2020 batch of Elijah Craig Barrel Proof delivers all the classic flavors you’ve come to expect. Rich in okay and sweeter sugary flavors, Batch A120 delivers a well rounded but fiery sip. The proof shines through, especially in the long lingering heat that develops in the finish. It’s not the best showing for the brand, however it’s also far from the worst and should please most Elijah Craig and high proof bourbon fans alike.

This sample was provided at no cost and no strings attached.",3,Jordan,https://www.breakingbourbon.com/review/elijah-craig-barrel-proof-batch-a120
,Four Gate Batch 7 “River Kelvin Rye”,Classification: Straight Rye,Company: Four Gate Whiskey Company,Distillery: Undisclosed distillery in Indiana,"Release Date: June 2020 (Available in Kentucky, Tennessee, and online via Seelbach’s)",Proof: 113.2,Age: 7 Years,"Mashbill: 95% Rye, 5% Malted Barley",Color: Bright Amber,MSRP: $175 (2020),Official Website,Dill | Pepper | Rye spice | Lively,Black peppercorns | Vanilla extract | Rye spice | Mint | Orange zest,Caramel | Vanilla | Black pepper | Spice lingers,"With 1,484 bottles released in total, this is the first straight rye and unfinished rye released by Four Gate. The company has plans to release two different finishes of the same whiskey within the next 12 months. A high rye likely distilled at MGP, it brings forth a lively flavor profile highlighted by citrus and black pepper notes. While a good whiskey in-and-of-itself, this will provide an interesting base for further finishing.  ",3,Nick,https://www.breakingbourbon.com/review/four-gate-batch-7-river-kelvin-rye
,George Dickel Bottled In Bond Whisky (2020 Release),Classification: Tennessee Whiskey,Company: George A. Dickel & Co.,Distillery: Cascade Hollow Distilling Co.,Release Date: June 2020,Proof: 100,Age: 11 Years,"Mashbill: 84% Corn, 8% Wheat, 8% Malted Barley",Color: Deep Amber,MSRP: $40 (2020),Official Website,Toasted marshmallows | Grilled vegetables | Buttered Italian bread | Cherry | Oak,Agave | Toasted oak | Minerals | Fantastic thick mouthfeel,Dark cherry | Maple | Oak | Slightly tannic,"George Dickel Bottle in Bond returns in what has quickly become a flagship release for the company. After last year’s impressive showing, expectations remain high this year. That is true in part because George Dickel whiskey is overly abundant in the marketplace, being found in perhaps too many sourced products in 2020. The company might have reached a saturation point, as the 2020 Bottled in Bond release just doesn’t stand out enough for a product being released straight from the horse’s mouth. At its best, it's more of the same, and worse, it doesn’t offer anything new or exciting. It’s amazing the difference a few years makes. If I didn’t feel like I drank this a hundred times already this year, maybe it would have left a better impression. If you missed last year’s edition, it's a decent stand-in. Although it's a bit more rough around the edges and hotter than last’s release, In the end, if you’ve had Dickel in its many various forms this year, it offers little new.",3,Eric,https://www.breakingbourbon.com/review/george-dickel-bottled-in-bond-whisky-2020-release
,George Remus Bourbon,Classification: Straight Bourbon,Company: MGP,Distillery: MGP,Release Date: Ongoing,Proof: 94,Age: NAS (Company states aged over 4 years),Mashbill: Undisclosed,Color: Bronze,MSRP: $40 (2020),Official Website,Brown sugar | Cherry | Ripe summer berries | Dab of oak | Rich scents,Cherry pie | Vanilla | Aged oak,Rye spice | Leather | Oak | Long & lingering,"George Remus is the flagship bourbon brand for MGP. This small batch bourbon is a high-rye blend of bourbons from MGP. With a predominant focus on cherry in its nose and palate, George Remus straight bourbon, delivers a rich sip from start to finish. The rye plays nicely in the finish providing just the right pop to round things out. This is an easy sipper that’s full of flavor, which will help to remind consumers that MGP is capable of more than just producing whiskey for other brands.

This sample was provided at no cost and no strings attached.",3,Jordan,https://www.breakingbourbon.com/review/george-remus-bourbon
,Heaven’s Door Tennessee Bourbon,Classification: Straight Bourbon,Company: Heaven’s Door Spirits,Distillery: Sourced (from undisclosed distillery[ies]),Release Date: Ongoing,Proof: 90,Age: 8 Years,"Mashbill: 70% Corn, 30% Rye & Malted Barley",Color: Cooper,MSRP: $50 (2020),Official Website,Orange marmalade | Caramel | Strawberry nougat | Honey | Vanilla | Oak | Nice intensity,Rich caramel | Buttered biscuits | Cherry | Vanilla | Sweet,Toasted vanilla | Burnt caramel | Pepper | Spice | Little dryness | Ramp up in heat,"There’s a lot to enjoy with this easy-sipper. Its sweet palate gracefully transforms into a more toasted and spicy affair that nicely presents a contrasting tasting experience. In addition, despite being 90 proof, the whiskey has good intensity and its flavors are well presented before it ramps up the heat during its finish. What it lacks in wow factor it makes up for in a solid delivery that justifies its $50 asking price. It’s worth noting that despite this being sourced from Tennessee  - where one wouldn’t be blamed for automatically concluding it's from George Dickel - the mashbill doesn't line up, adding an interesting level of intrigue about this whiskey’s true origins.",3,Eric,https://www.breakingbourbon.com/review/heavens-door-tennessee-bourbon
,Hudson Whiskey Do The Rye Thing,Classification: Straight Rye,Company: William Grant & Sons Ltd,Distillery: Tuthilltown Spirits Distillery,Release Date: Ongoing,Proof: 92,Age: 3 Years,"Mashbill: 95% New York Rye, 5% Malted Barley",Color: Rust,"MSRP: $25 (375ml), $40 (750ml) (2020)",Official Website,Juicy Fruit gum | Lemon | Honey | Straw | Grain,Apricot | Mint | Pear | Bright and fruity,Dry rye grain | Black pepper | Rye spice | Slight heat | Short,"After going with a full rebrand in September 2020 and skewing their label design towards New York City design aesthetics, Hudson Whiskey hopes you finally take notice. Likely surprising many, Hudson Whiskey has been operating since 2003 and was the first New York distillery since Prohibition. Yet, the company has seemingly struggled to stand out to the unknowing or at the very least, stay in the mindshare of those who do know it. Story aside, Do the Rye Thing, which is in fact a rebranding of their Manhattan Rye, is quite the satisfying sipping rye. Why the company maintains a low age statement despite its many years distilling is anyone's guess, as it is the main drawback to an otherwise great tasting whiskey. This is a rye that forgoes much of the typical heat and spice of rye whiskeys, and instead puts forth a surprisingly delicate and fruit-leaning flavor profile. With a little more age and a little less grain, Hudson has a real winner here.",3,Eric,https://www.breakingbourbon.com/review/hudson-whiskey-do-the-rye-thing
,Kooper’s Family The Prodigal Son Bourbon,Classification: Straight Bourbon,Company: Kooper Family Whiskey Co.,Distillery: Undisclosed distillery(ies) in Kentucky,Release Date: Fall 2020,Proof: 86,Age: NAS (Website states 4 years),"Mashbill: 78% Corn, 12% Malted Barley, 10% Rye",Color: Chestnut,MSRP: $40 (2020),Official Website,Cinnamon bun | Vanilla frosting | Dark brown sugar | Light citrus | Rich oak | Deliciously rich,Honey | Coffee cake | Baking spice | Sweet oak | Gentle but impactful,Leather | Burnt toffee | Slight dryness | Long oak aftertaste,"We enjoyed both Kooper’s Family Rye and Sweetheart at the Rodeo from this Texas distillery. Despite their whiskey’s sourced origins, Kooper’s blending and aging in Texas has produced some noteworthy whiskeys so far. The Prodigal Son is the company’s first limited release, consisting of just five barrels and only available at their distillery. Despite its very limited availability, The Prodigal Son with its rich flavors at just four years old and 86 proof, is another example of the impressive showing by this young distillery.",3,Eric,https://www.breakingbourbon.com/review/koopers-family-the-prodigal-son-bourbon
,New Riff Backsetter Rye,Classification: Straight Rye,Company: New Riff Distilling,Distillery: New Riff Distilling,Release Date: Spring 2020,Proof: 100,Age: NAS (4 Years),"Mashbill:  95% Rye, 5% Malted Rye",Color: Light Copper,MSRP: $50 (2020),Official Website,Wet oak | Fresh grass | Soaked rye kernels | Earthy & complex,Smoked cherries | Cherry wood | Chocolate cake | Burnt sugars,Oak | Malt | Light peppercorn spice | Hint of smoke | Short,"For this limited release, New Riff used their traditional rye mashbill and a backset collected from a distillation of peat-smoked malted barley. The end result is nuanced and unique. The nose and palate bring complex flavors to the sip that you normally don’t find in too many ryes. The finish is good but falls short comparatively, which holds back in allowing the rye to truly shine. This one will challenge many rye drinkers who get a chance to try it.",3,Jordan,https://www.breakingbourbon.com/review/new-riff-backsetter-rye
,OCD #5 Bourbon,Classification: Bourbon,Company: Glenns Creek Distilling,Distillery: Glenns Creek Distilling,Release Date: Ongoing,Proof: 112.6,Age: 2 Years,"Mashbill: 87% Corn, 8% Rye, 5% Malted Barley",Color: Light Mahogany,MSRP: $55 (2020),Official Website,"Dark fruits | Dark cherry | Seasoned oak | Vanilla custard | Rich, bold & potent","Sticky brown sugar | Clove | Molasses | Charred oak | Thick, oily texture | Sharp rye spice on the backend",Pepper spice | Rich caramel | Fresh oak | Lingering,"This unique tasting Kentucky crafted bourbon embodies everything I like about craft distilling, with an interesting background and unique flavor profile. It’s born from a yeast revived from #5 fermenter at the abandoned Old Crow Distillery site, now home of Glenns Creek Distilling. The bourbon itself tastes more like it originates from Texas than Kentucky, with a thick, oily mouthfeel and rich, bold flavor profile. For anyone seeking something both authentic and different, this fits the bill.",3,Nick,https://www.breakingbourbon.com/review/ocd-5-bourbon
,Old Dominick Huling Station Blend Whiskey,Classification: Blend of Straight Whiskeys,Company: D. Canale & Co.,Distillery: MGP,Release Date: Ongoing,Proof: 100,Age: NAS,"Mashbill: Blend of 50% Straight Bourbon (52% Corn, 44% Rye, 4% Malted Barley) and 50% Straight Wheat Whiskey (83% Wheat, 12% Corn, 5% Malted Barley)",Color: Chestnut,MSRP: $45,Official Website,Warming vanilla | Light cinnamon | Oak | Light raisin | Syrup,Dried oak | Cinnamon sticks | Rye spice | Light baking spice | Creamy vanilla | Syrup | Sweet and spice in delivery,Candied cinnamon hearts | Touch of leather | Rye spice | Pleasant warming heat that lingers,"Old Dominick Huling Station Blend is a straightforward blend of a bourbon and wheat whiskey. The resulting pour is one that is a nice balance of sweetness from the wheat whiskey with a nice amount of spice from the high rye bourbon. Its flavors are easy to appreciate, and while not the most mind-blowing sip, most will have a hard time finding any fault either. A nice whiskey to have on hand as an everyday sipper.",3,Jordan,https://www.breakingbourbon.com/review/old-dominick-huling-station-blend-whiskey
,Old Dominick Huling Station Bourbon,Classification: Bourbon,Company: D. Canale & Co.,Distillery: MGP,Release Date: Ongoing,Proof: 100,Age: NAS (4 years old per company website),"Mashbill: 52% Corn, 44% Rye, 4% Malted Barley",Color: Medium Amber,MSRP: $38 (2020),Official Website,Rye spice | Dark fruit | Leather | Savory,Cherries | Seasoned oak | Tobacco | Rye spice | Nice balance,Dark fruit | Graham cracker | Caramel | Lingering spice,,3,Nick,https://www.breakingbourbon.com/review/old-dominick-huling-station-bourbon
,Old Forester 150th Anniversary Bourbon,Classification: Straight Bourbon,Company: Brown-Forman,Distillery: The Brown-Forman Distillery,Release Date: October 2020,Proof: 126.8 (Batch Proof),Age: NAS,"Mashbill: 72% Corn, 18% Rye, 10% Malted Barley",Color: Medium Mahogany,MSRP: $150 (2020),Official Website,Caramel | Burnt oak | Bananas Foster | Medicinal & potent,Dark chocolate | Rye spice | Brown sugar | Black pepper | Heat,Rush of spice | Cocoa | Caramel | Leather | Dry | Slightly tannic | Medium length,"150 barrels were set aside for Old Forester’s 150th Anniversary release, which were divided into three unique batches intended to honor George Garvin Brown’s process of batching from the three original distilleries. The bourbon in review is from batch 03, the highest proof of the three batches. The bourbon offers a fairly complex sip without a particular highlight of any flavor, instead providing a wide array of flavors in relative balance. However, it drinks a bit hot which detracts from the overall experience.

The concept of three distinct batches drawn from the 150 barrels, or really 147 as 3 of the barrels were completely lost to the Angel’s Share, is a fascinating one and makes me wish I could compare them. Unfortunately, the price makes that a challenge at $150 (notice a number trend here?), and without an age statement it’s not entirely clear how different the bourbon within the bottles is relative to some of Old Forester’s other releases. With that being said, each batch’s relatively small barrel count, its throwback amber bottle and tube, and one-off nature undoubtedly makes this a collector’s item.",3,Nick,https://www.breakingbourbon.com/review/old-forester-150th-anniversary-bourbon
,Resilient 14 Year Single Barrel - Barrel #133,Classification: Straight Bourbon,Company: BC Merchants,Distillery: George Dickel,Release Date: Ongoing,Proof: 107,Age: 14 Years,"Mashbill: 84% Corn, 8% Rye, 8% Malted Barley",Color: Deep Amber,MSRP: $90 (2020),Official Website,Buttered cornbread | Vanilla | Caramel | Light overall,Candy corn | Brown sugar | Graham cracker | Caramel,Cinnamon spice | Toasted oak | Candied raisins | Spice turns to lingering sweetness,"Getting into lower proof barrels sourced from George Dickel brings more drinkability, and few surprises. This particular barrel is no exception, playing on the aged whiskey's strengths, highlighting the sweeter notes in this case, and making for an overall easy-sipper.

This sample was provided at no cost and no strings attached.",3,Nick,https://www.breakingbourbon.com/review/resilient-14-year-single-barrel-barrel-133
,Resilient Rye Barrel #1,Classification: Straight Rye,Company: BC Merchants,Distillery: MGP,Release Date: January 2020,Proof: 116,Age: 6 Years,"Mashbill: 95% Rye, 5% Malted Barley",Color: Yellow Gold,MSRP: $100 (2020),Official Website,Sweet mixed berries | Caramel | Light oak & vanilla | Ethanol,Fruit centric | Toasted marshmallow | Rye spice | Touch of vanilla | Classic MGP profile,Dry Oak | Leather | Rye grain | Dab of tobacco | Lingering rye spice,"Resilient Rye exhibits a typical flavor profile that you’d come to expect from a 95% MGP rye. The fruit-centric sip is a nice balance of sweet and spice. Coming in at 116 proof, this rye carries a punch in the nose and again with a fiery finish, however neither is so overpowering to unbalance the sip. If you’re a fan of high proof MGP ryes, Resilient Rye will be sure to please.

This sample was provided at no cost and no strings attached.",3,Jordan,https://www.breakingbourbon.com/review/resilient-rye-barrel-1
,Rossville Union Straight Rye Barrel Proof,Classification: Straight Rye,Company: MGP,Distillery: MGP,Release Date: Ongoing,Proof: 112.6,Age: NAS (Company website states 5 and 6 years old),"Mashbill: Blend of MGP’s 51% Rye, 45% Corn, 4% Malted Barley and 95% Rye, 5% Malted Barley mashbills",Color: Copper,MSRP: $70 (2020),Official Website,Rye spice | Straw | Hint of citrus | Summer fruits | Bold and straightforward,Rye grain | Fresh baked bread | Candied summer fruit | Apricot | Spicy with a gentle sweetness,Rye spice | Vanilla | Oak | Leather | Twinge of pure alcohol | Lingering mild anise aftertaste,"At 112.6 this is understandably bold, but not to the degree I thought it would be. And that’s a good thing. This is a fruit-forward, sweet and savory rye that drinks well. It also features a unique flavor agent that I had a hard time pinning down, unsure if it’s yeasty, herbal, floral, or just anise note intensifying during its finish. Regardless, this is an enjoyable barrel proof rye that packs punch, but doesn't gut punch you like some high proof rye whiskeys often do.",3,Eric,https://www.breakingbourbon.com/review/rossville-union-straight-rye-barrel-proof
,Starlight Carl T. Huber’s Double Oaked Bourbon,Classification: Straight Bourbon Finished in Unused Seguin Moreau Vanilla Toast Barrels,Company: Starlight Distillery,Distillery: Starlight Distillery,Release Date: Ongoing,Proof: 96,Age: 4 Years (Finished for an additional 8 months),"Mashbill: Blend of 60% Corn, 20% Rye, 20% Malted Barley and 51% Corn, 20% Rye, 20% Malted Barley, 9% Wheat",Color: Mahogany,MSRP: $60 (2020),Official Website,Rich vanilla | Cherry | Apple | Butterscotch | Enjoyable intensity,Vanilla | Baking spice | Cinnamon | Apple pie | Oak | Thin mouthfeel contrasted by rich flavors,Oak | Leather | Overly dry,"With the standard Starlight Carl T. Huber’s Small Batch Bourbon already leaning towards an oaky flavor profile, I wouldn’t have expected the company to then double barrel it. It seemed like a risky endeavor, but to my surprise, it made for a better product. It’s still very oaky, but the double barrel brings forward much more baking-related flavors and a surprise robustness in flavor. Despite a twinge of youthfulness, it’s still a solid sipper.",3,Eric,https://www.breakingbourbon.com/review/starlight-carl-t-hubers-double-oaked-bourbon
,Starlight Huber’s Rickhouse Select Single Barrel,Classification: Straight Bourbon,Company: Starlight Distillery,Distillery: Starlight Distillery,Release Date: Ongoing,Proof: 110.8,"Age: 5 Years, 6 Months",Mashbill: Undisclosed,Color: Cooper,MSRP: $50 (2020),Official Website,Caramel | Vanilla | Apple | Extremely potent,Vanilla | Caramel | Pepper | Dark cherry | Dark chocolate,Cinnamon | Oak | Rich & firey,"This one packs a punch. Right from the start, the nose explodes from the glass like a freight train. The intensity continues in its punchy palate and hot finish. It may not feature a wealth of different or unique flavors, but it instead focuses on boisterous flavors and a cask-strength-like impact. A bold sipper.

This sample was provided at no cost and no strings attached.",3,Eric,https://www.breakingbourbon.com/review/starlight-hubers-rickhouse-select-single-barrel
Capsule Review,American Eagle Tennessee Whiskey Aged 4 Years,Bourbon,Halewood Wine & Spirits,Undisclosed distillery(ies) in Tennessee,Ongoing,80,4 Years,"84% Corn, 16% Other Grains",Light Amber,$30 (2020),,Toasted oak | Buttered biscuits | Popcorn | Orange marmalade | Soft & light,Caramel apple | Toasted oak | Pound cake | Peach | Light but buttery,Vanilla | White chocolate | Pepper | Short,"Halewood Wine & Spirits is the largest independent producer and distributor of alcohol in the U.K. It appears that they wanted to add bourbon to their portfolio and began sourcing from a Tennessee Distillery. At 84% corn and charcoal filtered, it's pretty obvious who it’s from. Enthusiasts may not find much to spark their interest with the company’s four year product, but the bourbon is perfect for those new to the spirit or for those who like light but solid drinkers. Sweet with likeable flavors, it performs well for its age and proof. Perfectly priced.",2.5,Eric,https://www.breakingbourbon.com/review/american-eagle-tennessee-whiskey-aged-4-years
,Axe and the Oak Colorado Mountain Bourbon,Classification: Bourbon,Company: Axe and the Oak,Distillery: Blend of Axe and Oak and Undisclosed Distillery[ies] in Indiana,Release Date: Ongoing,Proof: 92,Age: Less than 2 Years,"Mashbill: Undisclosed (Corn, Malted Barley, & 21% Rye)",Color: Copper,MSRP: $45 (2020),Official Website,Maple syrup | Green apples | Honey | Vanilla,Punch of brown sugar | Caramel | Vanilla | Sticky mouthfeel,Rye spice | Seasoned oak | Graham cracker | Spice lingers,"A Colorado based distillery, Axe and the Oak Bourbon is a blend of in-house distilled bourbon and Indiana sourced bourbon, resulting in a final mashbill of approximately 21% rye. While the company website states the in-house distilled bourbon is aged at least 2 years, the bottle label states less than 2 years which may be outdated at this point. The resulting bourbon is sweet, easy drinking, and pleasant, making for a bourbon that will appeal to those looking for something that errs on the sweeter side of things.",2.5,Nick,https://www.breakingbourbon.com/review/axe-and-the-oak-colorado-mountain-bourbon
,Black Button Four Grain Double Barrel Bourbon (Batch 2),Classification: Straight Bourbon,Company: Black Button Distilling,Distillery: Black Button Distilling,Release Date: Ongoing,Proof: 84,Age: 2 Years,"Mashbill: 60% Corn, 20% Wheat, 11% Malted Barley, 9% Rye",Color: Light Amber,MSRP: $50 (2020),Official Website,Apricot | Grain | Honey | Youthful yet pleasant,Honey | Distillate | Light oak | Caramel | Young & crisp,Raw sugar | Summer fruits | Medium length with lingering sweetness,"Black Button Distilling out of Rochester, NY doesn’t cut corners. This four grain straight bourbon was aged for one year in new charred oak barrels, but due to splitting wood had to be transferred to a different set of new charred oak barrels for its second year of aging. This process combined with a four grain mashbill adds depth and character, however its youth still comes through. A promising start, but more time in oak will certainly bring more of those traditional bourbon notes to the sip.

This sample was provided at no cost and no strings attached.",2.5,Nick,https://www.breakingbourbon.com/review/black-button-four-grain-double-barrel-bourbon-batch-2
,Blue Note Juke Joint Whiskey,Classification: Straight Bourbon,Company: B.R. Distilling Company,Distillery: Sourced (from an undisclosed distillery[ies] in Kentucky),Release Date: Ongoing,Proof: 93,Age: 3-4 Years,"Mashbill: 70% Corn, 21% Rye, 9% Malted Barley",Color: Light Gold,MSRP: $30 (2020),Official Website,Caramel | Vanilla | Maple | Traditional bourbon aroma,Warm cinnamon | Vanilla | Nutmeg | Thick oily mouthfeel,Spice | Rich vanilla | Oak | Orange | Slightly dry,"Largely focusing on traditional bourbon notes across its flavor profile, its thick oily mouthfeel is the star of the show. Considering it's only 3-4 years old, this is even more surprising. Distilled in Kentucky but aged in Memphis, Tennessee and then combined in 20 barrel batches, these small batches are notable for their lack of graininess typically found in young bourbon. Although the bourbon is light on complexity, which is the only thing that gives away the bourbon’s age, its overall drinkability ends the bourbon on a high note.

‍Editor's Note: When this review was originally published, the MSRP was stated at its previous amount of $40. The review was updated on 7/28/2020 to reflect the now current MSRP of $30.",2.5,Eric,https://www.breakingbourbon.com/review/blue-note-juke-joint-whiskey
,Breuckelen 77 Whiskey 100% Corn,Classification: Whiskey,Company: Breuckelen Distilling,Distillery: Breuckelen Distilling,Release Date: Ongoing,Proof: 90,"Age: 4 Years, 30 Days",Mashbill: 100% Corn,Color: Copper,MSRP: $45 (2020),Official Website,Corn | Oak | Toasted nuts,Popcorn | Coconut | Oak | Buttery | Sweet & straightforward,Spice | Smoke | Spearmint | Slow tapering of heat,"100% corn whiskeys can be a hard sell. Breuckelen is looking to change that with a whiskey made of 100% corn that might surprise you with its sweet and savoriness. It’s not going to hit you with a ton of different and complex flavors, but is more focused on nailing what corn mashbills do best: providing a pop of cracker jack-like sweetness that makes for an easy-sipping summertime whiskey.

This sample was provided at no cost and no strings attached.",2.5,Eric,https://www.breakingbourbon.com/review/breuckelen-77-whiskey-100-corn
